Date,Adj Close_TSLA,Adj Close_NVDA,S&P 500,TSLA_Return,NVDA_Return,TSLA_Tomorrow,NVDA_Tomorrow,TSLA_Direction,NVDA_Direction
2020-01-03,29.53400039672852,5.876570701599121,3234.85009765625,0.02963325829792085,-0.016005951201837565,30.1026668548584,5.901215553283691,1,1
2020-01-06,30.1026668548584,5.901215553283691,3246.280029296875,0.01925463704513497,0.004193747159012995,31.270666122436523,5.972659587860107,1,1
2020-01-07,31.270666122436523,5.972659587860107,3237.179931640625,0.03880052465815398,0.012106664115439925,32.80933380126953,5.983861446380615,1,1
2020-01-08,32.80933380126953,5.983861446380615,3253.050048828125,0.04920482578812169,0.0018755226805955427,32.089332580566406,6.049579620361328,0,1
2020-01-09,32.089332580566406,6.049579620361328,3274.699951171875,-0.021945011900097344,0.010982569461140068,31.87666702270508,6.081941604614258,0,1
2020-01-10,31.87666702270508,6.081941604614258,3265.35009765625,-0.006627297633174156,0.0053494600094208256,34.990665435791016,6.272624492645264,1,1
2020-01-13,34.990665435791016,6.272624492645264,3288.1298828125,0.0976889588509331,0.03135230497549313,35.861331939697266,6.155624866485596,1,0
2020-01-14,35.861331939697266,6.155624866485596,3283.14990234375,0.024882822120200876,-0.018652419939508835,34.56666564941406,6.113058090209961,0,0
2020-01-15,34.56666564941406,6.113058090209961,3289.2900390625,-0.03610201351305786,-0.0069151023980343895,34.232666015625,6.196699142456055,0,1
2020-01-16,34.232666015625,6.196699142456055,3316.81005859375,-0.009662477636014799,0.01368235848765198,34.03333282470703,6.205412864685059,0,1
2020-01-17,34.03333282470703,6.205412864685059,3329.6201171875,-0.005822894156913949,0.0014061877184423643,36.47999954223633,6.172054767608643,1,0
2020-01-21,36.47999954223633,6.172054767608643,3320.7900390625,0.07189030619278935,-0.005375645070492707,37.97066879272461,6.226072788238525,1,1
2020-01-22,37.97066879272461,6.226072788238525,3321.75,0.04086264444061727,0.00875203196727492,38.14666748046875,6.294529914855957,1,1
2020-01-23,38.14666748046875,6.294529914855957,3325.5400390625,0.004635122144013071,0.010995233905191748,37.654666900634766,6.235284328460693,0,0
2020-01-24,37.654666900634766,6.235284328460693,3295.469970703125,-0.012897603180825445,-0.009412233669020442,37.20133209228516,5.9793806076049805,0,0
2020-01-27,37.20133209228516,5.9793806076049805,3243.6298828125,-0.012039272835579373,-0.04104122721198955,37.79333114624024,6.172802448272705,1,1
2020-01-28,37.79333114624024,6.172802448272705,3276.239990234375,0.015913383222044608,0.032348139943076726,38.732666015625,6.112310886383057,1,0
2020-01-29,38.732666015625,6.112310886383057,3273.39990234375,0.024854513769903663,-0.009799691857395376,42.72066879272461,6.119033336639404,1,1
2020-01-30,42.72066879272461,6.119033336639404,3283.659912109375,0.10296225866535558,0.0010998213901920462,43.37133407592773,5.885532379150391,1,0
2020-01-31,43.37133407592773,5.885532379150391,3225.52001953125,0.015230690473505115,-0.0381597786190937,52.0,5.982615947723389,1,1
2020-02-03,52.0,5.982615947723389,3248.919921875,0.19894859376394924,0.016495290879193547,59.137332916259766,6.151891708374023,1,1
